,Unnamed: 0,Unnamed: 0.1,ïid,time_spending,reasons_using,d_information,d_communication,d_new_friend,d_share,d_study,d_entainterment,number_friends,group_membership,siu_ingroup,informational_use,siu_1,siu_2,siu_3,entertainment_use,oep_1,political_efficacy,oep_2,oep_3,oep_4_data,oep_4,ofep_1,ofep_2,ofep_3,ofep_4,gender,age,barth_place,education,job,income,rural_urban_1,location,rural_urban_2,fav_party,SIU,three_usage,OEP,OFEP,supportNLD,supportUSDP,supportEthnicParty,supportOthersParty,age_group
377,377,377,379,More than 3 Hours,2,0,1,0,0,0,0,under 300 friends,1,1,0.6,5,1,3,0.6,1,0.2,3,1,2,1,0,0,0,0,1,26,7,4,3,1,3,7,1.0,1,0.51249999,0.57083333,0.3125,0.0,1,0,0,0,young
378,378,378,380,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 1000-3000 friends,"2, 3",2,0.8,5,3,4,0.4,4,0.6,3,3,2,1,0,0,0,0,0,23,8,4,5,2,3,8,2.0,1,0.72500002,0.64166665,0.5625,0.0,1,0,0,0,young
379,379,379,381,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,under 300 friends,2,1,1.0,5,1,5,0.8,4,0.6,4,3,1,1,1,0,0,0,0,33,8,4,5,2,4,8,3.0,1,0.61250001,0.80416667,0.61250001,0.25,1,0,0,0,medum
380,380,380,382,More than 3 Hours,"2, 6",0,1,0,0,0,1,under 300 friends,2,1,1.0,5,5,5,0.8,4,0.6,5,5,2,1,0,0,0,1,0,35,8,5,7,4,4,8,3.0,1,0.8125,0.87083334,0.76249999,0.25,1,0,0,0,medum
381,381,381,383,More than 3 Hours,"1, 2, 4, 6",1,1,0,1,0,1,between 300-1000 friends,"1, 2, 3, 4",4,0.8,3,1,3,1.0,4,0.6,4,3,1,1,1,0,0,1,1,28,10,4,5,2,1,10,3.0,1,0.60000002,0.80000001,0.61250001,0.5,1,0,0,0,young
382,382,382,384,More than 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 300-1000 friends,"1, 2, 3, 4",4,1.0,5,5,5,1.0,5,1.0,5,5,1,1,1,0,0,1,0,28,10,4,4,3,1,10,1.0,1,1.0,1.0,0.8125,0.5,1,0,0,0,young
383,383,383,385,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 1000-3000 friends,2,1,1.0,4,1,4,0.8,3,0.6,3,1,1,1,1,0,0,1,1,28,8,5,5,2,3,8,1.0,1,0.51249999,0.77083331,0.41249999,0.5,1,0,0,0,young
384,384,384,386,More than 3 Hours,"1, 2",1,1,0,0,0,0,under 300 friends,4,1,1.0,5,3,5,0.6,3,0.8,4,4,1,1,1,0,0,1,0,38,7,4,4,2,1,7,1.0,4,0.71249998,0.77083331,0.61250001,0.5,0,0,0,1,medum
385,385,385,387,Between 1 Hour and 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 1000-3000 friends,"1, 2",2,1.0,5,4,5,1.0,4,1.0,5,4,3,1,1,0,0,0,0,35,14,4,3,4,1,13,1.0,1,0.82499999,0.94166666,0.71249998,0.25,1,0,0,0,medum
386,386,386,388,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 1000-3000 friends,2,1,0.6,4,3,4,0.4,3,0.6,3,3,2,1,1,0,0,0,0,40,8,6,5,2,3,8,1.0,1,0.61250001,0.53750002,0.51249999,0.25,1,0,0,0,medum
387,387,387,389,Between 1 Hour and 3 Hours,"1, 2, 4",1,1,0,1,0,0,between 1000-3000 friends,"1, 2, 3, 4",4,1.0,5,5,4,0.8,5,1.0,4,4,3,1,1,0,0,0,0,28,10,4,5,2,2,10,1.0,4,0.94999999,0.91666669,0.71249998,0.25,0,0,0,1,young
388,388,388,390,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 300-1000 friends,"1, 2, 4",3,1.0,5,1,5,1.0,4,1.0,5,4,3,1,1,0,0,1,1,32,10,4,5,2,3,8,,1,0.73750001,0.91250002,0.71249998,0.5,1,0,0,0,medum
389,389,389,391,More than 3 Hours,"5, 6",0,0,0,0,1,1,between 1000-3000 friends,"1, 2, 3",3,0.8,4,4,4,0.8,4,0.6,5,4,3,1,1,0,1,1,1,23,9,4,1,1,4,9,1.0,1,0.78750002,0.79583335,0.71249998,0.75,1,0,0,0,young
390,390,390,392,Between 1 Hour and 3 Hours,2,0,1,0,0,0,0,between 300-1000 friends,3,1,0.6,5,2,2,0.4,4,0.4,1,1,2,1,0,0,0,0,0,24,13,4,7,2,3,7,3.0,2,0.51249999,0.50416666,0.36250001,0.0,0,1,0,0,young
391,391,391,393,More than 3 Hours,4,0,0,0,1,0,0,under 300 friends,3,1,1.0,3,3,5,1.0,3,0.6,4,3,2,1,0,0,1,1,0,19,8,0,1,1,4,8,2.0,1,0.61250001,0.87083334,0.5625,0.5,1,0,0,0,young
392,392,392,394,Between 1 Hour and 3 Hours,1,1,0,0,0,0,0,between 3000-5000 friends,1,1,1.0,5,4,5,0.8,4,0.8,5,4,2,1,0,0,0,1,0,43,9,3,7,2,1,9,3.0,1,0.76249999,0.85416669,0.71249998,0.25,1,0,0,0,medum
393,393,393,395,Between 1 Hour and 3 Hours,"1, 6",1,0,0,0,0,1,under 300 friends,"3, 4",2,0.8,4,3,4,1.0,4,0.2,4,3,1,1,1,0,0,0,1,49,10,4,7,1,1,10,1.0,1,0.67500001,0.82499999,0.61250001,0.25,1,0,0,0,older
394,394,394,396,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,under 300 friends,"1, 4",2,0.8,4,3,4,1.0,4,0.8,3,3,1,1,0,0,0,0,0,27,10,4,4,2,1,10,1.0,1,0.67500001,0.82499999,0.5625,0.0,1,0,0,0,young
395,395,395,397,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 300-1000 friends,"1, 2, 4",3,0.8,4,1,4,0.2,4,0.2,4,3,2,1,1,0,0,1,0,26,11,4,5,2,3,7,1.0,1,0.63749999,0.54583335,0.61250001,0.5,1,0,0,0,young
396,396,396,398,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 300-1000 friends,"2, 4",2,0.8,4,3,4,1.0,4,0.8,3,3,1,1,0,0,0,0,0,24,10,0,1,1,1,10,2.0,1,0.67500001,0.82499999,0.5625,0.0,1,0,0,0,young
397,397,397,399,Between 1 Hour and 3 Hours,"2, 6",0,1,0,0,0,1,between 1000-3000 friends,"2, 3, 4",3,0.6,3,4,4,0.8,3,0.6,3,1,2,1,1,0,0,0,0,21,9,0,1,1,3,9,1.0,1,0.73750001,0.71249998,0.41249999,0.25,1,0,0,0,young
398,398,398,400,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,under 300 friends,"1, 3",2,0.6,5,2,3,1.0,3,0.2,3,1,2,1,0,0,0,0,0,30,10,4,4,3,1,10,2.0,1,0.625,0.74166667,0.41249999,0.0,1,0,0,0,young
399,399,399,401,Between 1 Hour and 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 300-1000 friends,"2, 3, 4",3,1.0,5,4,5,0.8,4,0.8,4,4,3,1,0,0,0,1,0,21,10,4,4,2,1,10,1.0,1,0.88749999,0.89583331,0.66250002,0.25,1,0,0,0,young
400,400,400,402,Less than 1 Hour,"1, 2, 3, 5",1,1,1,0,1,0,under 300 friends,"1, 2, 3, 4",4,0.8,4,4,5,0.2,1,0.2,4,1,1,1,0,0,0,0,0,42,10,4,5,2,1,7,1.0,4,0.89999998,0.63333333,0.36250001,0.0,0,0,0,1,medum
401,401,401,403,Between 1 Hour and 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 300-1000 friends,2,1,0.8,4,4,4,0.8,2,0.4,2,2,2,1,0,0,0,0,1,24,7,4,4,3,3,7,2.0,1,0.66250002,0.75416666,0.36250001,0.0,1,0,0,0,young
402,402,402,404,More than 3 Hours,5,0,0,0,0,1,0,between 1000-3000 friends,3,1,0.8,4,4,3,0.6,3,0.6,4,3,2,1,1,0,1,1,0,21,7,0,1,1,1,7,4.0,3,0.61250001,0.67083335,0.5625,0.75,0,0,1,0,young
403,403,403,405,Between 1 Hour and 3 Hours,6,0,0,0,0,0,1,between 3000-5000 friends,"2, 3",2,1.0,5,1,5,1.0,1,0.8,5,5,1,1,1,0,0,0,1,23,10,5,1,1,1,10,4.0,1,0.67500001,0.89166665,0.61250001,0.25,1,0,0,0,young
404,404,404,406,More than 3 Hours,"2, 6",0,1,0,0,0,1,between 3000-5000 friends,"1, 3",2,0.8,5,3,5,0.8,5,1.0,4,3,2,1,0,0,0,1,0,21,10,4,7,1,1,10,1.0,1,0.77499998,0.79166669,0.66250002,0.25,1,0,0,0,young
405,405,405,407,More than 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 300-1000 friends,"2, 3, 4",3,0.8,4,4,4,0.8,4,0.4,3,2,1,1,0,0,0,0,0,23,10,4,1,1,1,10,1.0,1,0.78750002,0.79583335,0.51249999,0.0,1,0,0,0,young
406,406,406,408,Between 1 Hour and 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,0.6,3,3,4,0.8,4,0.6,4,3,"1, 4",2,1,0,0,1,0,26,10,5,5,2,4,10,1.0,1,0.75,0.71666664,0.67500001,0.5,1,0,0,0,young
407,407,407,409,Between 1 Hour and 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 300-1000 friends,"1, 2, 3, 4",4,0.8,5,1,4,0.6,4,0.6,4,1,1,1,1,0,0,1,0,27,10,5,4,4,1,10,3.0,1,0.75,0.71666664,0.51249999,0.5,1,0,0,0,young
408,408,408,410,Between 1 Hour and 3 Hours,"1, 5",1,0,0,0,1,0,under 300 friends,4,1,0.8,4,1,5,0.2,1,0.8,5,4,3,1,1,1,0,0,0,38,11,4,5,2,1,10,1.0,1,0.5625,0.52083331,0.5625,0.5,1,0,0,0,medum
409,409,409,411,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,1.0,4,1,5,1.0,4,0.6,2,5,4,1,1,0,0,0,0,35,4,6,5,2,3,9,1.0,4,0.75,0.91666669,0.61250001,0.25,0,0,0,1,medum
410,410,410,412,More than 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 1000-3000 friends,"1, 2, 3, 4",4,1.0,5,3,5,0.2,3,0.4,5,5,1,1,1,0,0,1,0,25,7,4,5,2,3,7,1.0,1,0.89999998,0.69999999,0.71249998,0.5,1,0,0,0,young
411,411,411,413,Between 1 Hour and 3 Hours,"1, 5",1,0,0,0,1,0,under 300 friends,"1, 2",2,1.0,5,5,5,0.8,2,0.6,4,3,3,1,1,0,0,0,0,28,9,5,5,2,4,7,2.0,2,0.875,0.89166665,0.51249999,0.25,0,1,0,0,young
412,412,412,414,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 300-1000 friends,"1, 2, 4",3,0.6,4,2,5,0.6,2,0.6,3,3,1,1,0,0,0,0,0,33,9,4,5,2,3,8,2.0,1,0.73750001,0.64583331,0.46250001,0.0,1,0,0,0,medum
413,413,413,415,Less than 1 Hour,"1, 2, 5",1,1,0,0,1,0,between 300-1000 friends,"1, 2, 3, 4",4,1.0,4,3,5,0.6,2,0.6,3,2,1,1,0,0,0,0,0,61,13,5,4,2,1,13,1.0,1,0.85000002,0.81666666,0.41249999,0.0,1,0,0,0,older
414,414,414,416,More than 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 1000-3000 friends,"1, 4",2,0.8,4,1,5,0.6,4,0.8,5,4,3,1,1,0,0,0,1,29,10,4,7,3,3,10,1.0,4,0.625,0.67500001,0.71249998,0.25,0,0,0,1,young
415,415,415,417,Between 1 Hour and 3 Hours,"1, 5",1,0,0,0,1,0,between 300-1000 friends,2,1,1.0,4,4,5,0.6,4,0.6,4,3,1,1,1,1,0,1,0,25,9,5,1,2,4,9,1.0,1,0.71249998,0.77083331,0.61250001,0.75,1,0,0,0,young
416,416,416,418,Less than 1 Hour,"1, 2",1,1,0,0,0,0,between 300-1000 friends,"2, 4",2,0.2,4,3,3,0.8,4,0.8,3,3,2,1,0,0,0,0,0,35,8,4,5,2,3,8,3.0,1,0.625,0.54166669,0.5625,0.0,1,0,0,0,medum
417,417,417,419,Between 1 Hour and 3 Hours,"1, 5",1,0,0,0,1,0,between 300-1000 friends,"1, 2, 3",3,1.0,5,5,5,0.6,4,0.8,4,3,3,1,0,0,0,1,0,29,1,4,4,2,1,13,1.0,1,0.9375,0.84583336,0.61250001,0.25,1,0,0,0,young
418,418,418,420,Less than 1 Hour,2,0,1,0,0,0,0,between 300-1000 friends,"2, 3, 4",3,0.8,4,1,4,0.6,2,0.4,3,4,2,1,1,0,0,1,0,46,7,5,5,2,1,7,1.0,1,0.63749999,0.67916667,0.51249999,0.5,1,0,0,0,medum
419,419,419,421,Between 1 Hour and 3 Hours,1,1,0,0,0,0,0,between 300-1000 friends,4,1,0.8,4,4,4,0.6,4,0.8,3,1,2,1,0,0,0,0,0,29,10,4,4,3,2,10,1.0,1,0.66250002,0.6875,0.46250001,0.0,1,0,0,0,young
420,420,420,422,Between 1 Hour and 3 Hours,6,0,0,0,0,0,1,between 300-1000 friends,"1, 4",2,0.6,4,2,5,1.0,4,0.2,3,1,2,1,0,0,0,0,1,26,7,4,5,2,3,7,1.0,1,0.67500001,0.75833333,0.46250001,0.0,1,0,0,0,young
421,421,421,423,Between 1 Hour and 3 Hours,6,0,0,0,0,0,1,under 300 friends,1,1,0.8,4,1,3,0.8,4,0.6,3,1,2,1,0,0,0,0,0,27,14,4,5,2,3,14,2.0,1,0.46250001,0.6875,0.46250001,0.0,1,0,0,0,young
422,422,422,424,More than 3 Hours,2,0,1,0,0,0,0,between 1000-3000 friends,2,1,1.0,5,5,4,0.8,2,0.8,4,3,1,1,0,0,0,0,1,28,8,4,4,4,5,15,1.0,1,0.76249999,0.85416669,0.51249999,0.0,1,0,0,0,young
423,423,423,425,Less than 1 Hour,2,0,1,0,0,0,0,between 300-1000 friends,2,1,0.2,5,1,1,0.2,1,0.2,1,1,2,1,0,0,0,0,0,45,10,4,5,2,1,10,1.0,4,0.41249999,0.27083334,0.21250001,0.0,0,0,0,1,medum
424,424,424,426,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 300-1000 friends,"1, 2, 3, 4",4,0.6,2,2,5,0.8,4,0.8,5,5,3,1,1,0,0,1,0,28,10,4,5,2,3,10,1.0,2,0.69999999,0.69999999,0.76249999,0.5,0,1,0,0,young
425,425,425,427,Between 1 Hour and 3 Hours,"1, 5, 6",1,0,0,0,1,1,between 300-1000 friends,"3, 4",2,0.6,4,1,5,0.8,1,0.8,3,1,1,1,1,0,0,0,0,23,9,4,4,2,1,10,3.0,4,0.625,0.67500001,0.3125,0.25,0,0,0,1,young
426,426,426,428,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 300-1000 friends,1,1,1.0,5,5,5,0.8,4,0.8,5,5,3,1,0,0,0,1,1,50,8,4,7,3,4,8,3.0,3,0.8125,0.87083334,0.76249999,0.25,0,0,1,0,older
427,427,427,429,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 300-1000 friends,"1, 2, 3, 4",4,0.8,4,2,5,1.0,4,1.0,5,5,4,1,1,1,1,1,0,29,4,4,4,2,3,4,3.0,3,0.80000001,0.86666667,0.76249999,1.0,0,0,1,0,young
428,428,428,430,Between 1 Hour and 3 Hours,"1, 4, 5",1,0,0,1,1,0,under 300 friends,"1, 2, 3, 4",4,1.0,3,1,3,0.8,3,0.6,4,5,1,1,1,0,0,0,1,30,10,4,4,2,1,10,2.0,1,0.60000002,0.80000001,0.66250002,0.25,1,0,0,0,young
429,429,429,431,More than 3 Hours,5,0,0,0,0,1,0,between 1000-3000 friends,2,1,0.6,3,4,3,0.6,3,0.6,5,3,2,1,1,0,0,0,0,29,8,5,3,1,1,13,1.0,1,0.5625,0.58749998,0.61250001,0.25,1,0,0,0,young
430,430,430,432,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,under 300 friends,"2, 3",2,0.8,5,2,3,0.2,3,0.2,1,1,2,1,1,0,0,0,0,39,9,5,5,2,3,9,1.0,1,0.625,0.54166669,0.3125,0.25,1,0,0,0,medum
431,431,431,433,More than 3 Hours,5,0,0,0,0,1,0,between 300-1000 friends,1,1,1.0,4,3,5,0.4,5,0.6,5,5,1,1,1,1,0,0,0,23,10,4,7,2,1,10,1.0,4,0.66250002,0.6875,0.8125,0.5,0,0,0,1,young
432,432,432,434,Between 1 Hour and 3 Hours,2,0,1,0,0,0,0,between 3000-5000 friends,1,1,1.0,5,5,5,0.8,4,1.0,4,4,2,1,0,0,0,1,0,33,8,4,5,2,3,8,1.0,1,0.8125,0.87083334,0.66250002,0.25,1,0,0,0,medum
433,433,433,435,Between 1 Hour and 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,under 300 friends,2,1,1.0,3,1,5,0.6,4,0.8,5,4,1,1,1,0,0,0,0,40,1,4,7,2,3,1,1.0,4,0.51249999,0.70416665,0.71249998,0.25,0,0,0,1,medum
434,434,434,436,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,1.0,5,1,5,1.0,5,1.0,5,4,1,1,1,0,0,0,1,27,10,5,5,2,1,10,2.0,1,0.80000001,0.93333334,0.76249999,0.25,1,0,0,0,young
435,435,435,437,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,under 300 friends,"1, 2, 3",3,0.8,4,4,4,0.6,3,0.4,3,3,1,1,0,0,0,0,0,28,8,4,3,1,1,13,1.0,1,0.78750002,0.72916669,0.51249999,0.0,1,0,0,0,young
436,436,436,438,Between 1 Hour and 3 Hours,"1, 2, 4",1,1,0,1,0,0,between 1000-3000 friends,1,1,0.8,3,2,3,0.4,2,0.6,3,3,2,1,0,0,0,1,0,23,10,4,7,1,3,10,1.0,1,0.46250001,0.55416667,0.46250001,0.25,1,0,0,0,young
437,437,437,439,More than 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,0.8,4,4,4,1.0,4,0.6,4,3,1,1,0,0,0,0,0,27,11,5,5,2,4,11,1.0,1,0.85000002,0.88333333,0.61250001,0.0,1,0,0,0,young
438,438,438,440,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 3000-5000 friends,"1, 2, 3, 4",4,1.0,5,1,4,0.8,4,1.0,4,4,1,1,0,0,0,1,0,25,10,3,4,1,1,10,3.0,1,0.75,0.85000002,0.66250002,0.25,1,0,0,0,young
439,439,439,441,More than 3 Hours,5,0,0,0,0,1,0,under 300 friends,3,1,1.0,4,1,3,0.4,3,0.6,4,3,1,1,1,0,0,1,0,21,10,3,3,1,4,10,1.0,1,0.46250001,0.62083334,0.5625,0.5,1,0,0,0,young
440,440,440,442,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 1000-3000 friends,"3, 4",2,1.0,5,3,5,0.6,3,0.6,5,3,3,1,1,0,1,1,1,45,10,4,7,2,1,10,3.0,1,0.77499998,0.79166669,0.61250001,0.75,1,0,0,0,medum
441,441,441,443,More than 3 Hours,"4, 5",0,0,0,1,1,0,under 300 friends,"1, 2, 3",3,0.6,3,1,5,0.8,3,0.8,4,1,1,1,1,0,0,0,1,18,10,0,1,1,1,10,1.0,1,0.63749999,0.67916667,0.46250001,0.25,1,0,0,0,young
442,442,442,444,More than 3 Hours,2,0,1,0,0,0,0,between 1000-3000 friends,1,1,1.0,5,4,5,0.8,5,1.0,5,4,3,1,1,0,0,0,0,24,10,5,7,5,3,10,1.0,4,0.76249999,0.85416669,0.76249999,0.25,0,0,0,1,young
443,443,443,445,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,under 300 friends,"2, 3",2,1.0,5,1,4,1.0,4,0.6,4,3,2,1,0,0,0,0,0,23,10,4,3,1,1,10,1.0,1,0.625,0.875,0.61250001,0.0,1,0,0,0,young
444,444,444,446,Between 1 Hour and 3 Hours,2,0,1,0,0,0,0,under 300 friends,3,1,0.8,4,4,5,0.4,4,0.6,4,3,2,1,0,0,0,0,1,29,10,4,7,2,1,10,1.0,1,0.71249998,0.63749999,0.61250001,0.0,1,0,0,0,young
445,445,445,447,Between 1 Hour and 3 Hours,5,0,0,0,0,1,0,between 300-1000 friends,3,1,0.8,4,4,4,0.6,4,0.8,4,4,2,1,1,0,0,0,0,21,13,3,4,2,1,13,1.0,1,0.66250002,0.6875,0.66250002,0.25,1,0,0,0,young
446,446,446,448,Between 1 Hour and 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 1000-3000 friends,3,1,0.6,5,5,5,0.8,5,1.0,5,5,1,1,0,0,0,1,0,23,10,4,4,2,1,10,1.0,1,0.8125,0.73750001,0.8125,0.25,1,0,0,0,young
447,447,447,449,More than 3 Hours,6,0,0,0,0,0,1,between 300-1000 friends,3,1,0.2,4,1,1,1.0,1,0.2,1,1,1,1,0,0,0,0,0,34,14,4,5,2,3,7,1.0,3,0.36250001,0.52083331,0.21250001,0.0,0,0,1,0,medum
448,448,448,450,Between 1 Hour and 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,0.8,4,3,4,0.6,3,0.6,3,2,1,1,1,0,0,0,0,28,10,5,5,2,3,10,2.0,4,0.80000001,0.73333335,0.46250001,0.25,0,0,0,1,young
449,449,449,451,More than 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 300-1000 friends,"2, 3",2,0.6,5,2,4,0.6,3,0.4,4,1,2,1,0,0,0,0,0,22,9,0,1,1,4,9,3.0,1,0.67500001,0.625,0.46250001,0.0,1,0,0,0,young
450,450,450,452,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 300-1000 friends,"1, 2, 3",3,0.6,4,1,2,0.6,3,0.6,2,1,2,1,0,0,0,0,0,29,8,4,4,5,5,8,3.0,1,0.53750002,0.57916665,0.36250001,0.0,1,0,0,0,young
451,451,451,453,More than 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 1000-3000 friends,4,1,0.8,4,1,5,1.0,5,0.2,3,1,2,1,1,0,0,0,0,24,9,4,4,2,3,13,,1,0.5625,0.78750002,0.51249999,0.25,1,0,0,0,young
452,452,452,454,More than 3 Hours,4,0,0,0,1,0,0,between 300-1000 friends,"2, 3",2,1.0,5,5,5,0.6,5,1.0,5,3,1,1,0,0,0,0,0,16,12,3,1,1,3,12,1.0,1,0.875,0.82499999,0.71249998,0.0,1,0,0,0,young
453,453,453,455,More than 3 Hours,"1, 5",1,0,0,0,1,0,between 1000-3000 friends,"1, 2, 3, 4",4,1.0,3,1,4,0.6,2,0.8,3,2,3,1,1,1,1,1,1,30,13,3,7,4,1,13,1.0,3,0.64999998,0.75,0.41249999,1.0,0,0,1,0,young
454,454,454,456,Between 1 Hour and 3 Hours,2,0,1,0,0,0,0,between 1000-3000 friends,1,1,0.8,4,4,3,0.8,3,0.4,1,1,2,1,0,0,0,0,1,28,10,4,7,2,3,10,1.0,1,0.61250001,0.73750001,0.3125,0.0,1,0,0,0,young
455,455,455,457,Between 1 Hour and 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 300-1000 friends,"1, 2, 4",3,1.0,4,1,4,0.2,1,0.6,4,4,1,1,1,0,1,1,0,24,8,4,1,2,1,10,3.0,1,0.63749999,0.61250001,0.51249999,0.75,1,0,0,0,young
456,456,456,458,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,1.0,4,3,4,1.0,5,1.0,4,3,1,1,1,0,0,1,0,20,13,5,7,5,1,13,1.0,1,0.80000001,0.93333334,0.66250002,0.5,1,0,0,0,young
457,457,457,459,Between 1 Hour and 3 Hours,"1, 5",1,0,0,0,1,0,between 1000-3000 friends,"2, 3, 4",3,1.0,2,2,4,0.8,2,0.8,4,3,1,1,1,0,0,0,1,23,10,4,1,1,1,10,1.0,1,0.58749998,0.79583335,0.51249999,0.25,1,0,0,0,young
458,458,458,460,Less than 1 Hour,1,1,0,0,0,0,0,between 300-1000 friends,"1, 2",2,1.0,4,3,3,0.2,1,0.6,3,3,2,1,0,0,0,0,1,24,10,4,4,2,1,10,,4,0.625,0.60833335,0.41249999,0.0,0,0,0,1,young
459,459,459,461,More than 3 Hours,"1, 2, 3, 4, 5",1,1,1,1,1,0,between 3000-5000 friends,"1, 2, 3, 4",4,1.0,5,5,5,1.0,5,1.0,5,5,3,1,1,1,0,1,1,31,10,3,7,5,1,10,1.0,1,1.0,1.0,0.8125,0.75,1,0,0,0,young
460,460,460,462,More than 3 Hours,"1, 2, 3, 4, 5",1,1,1,1,1,0,between 3000-5000 friends,"1, 2, 3, 4",4,1.0,5,5,5,1.0,5,1.0,5,5,3,1,1,1,0,1,1,31,10,3,7,5,1,10,1.0,1,1.0,1.0,0.8125,0.75,1,0,0,0,young
461,461,461,463,Less than 1 Hour,"1, 2",1,1,0,0,0,0,under 300 friends,"1, 2",2,0.6,5,1,4,1.0,3,0.8,3,1,2,1,0,0,0,1,1,40,13,5,5,2,2,13,1.0,1,0.625,0.74166667,0.41249999,0.25,1,0,0,0,medum
462,462,462,464,Less than 1 Hour,1,1,0,0,0,0,0,between 1000-3000 friends,2,1,1.0,4,1,4,0.2,4,0.8,5,5,3,1,1,0,0,1,0,29,10,4,5,2,4,10,1.0,1,0.51249999,0.57083333,0.76249999,0.5,1,0,0,0,young
463,463,463,465,Less than 1 Hour,"1, 2, 5",1,1,0,0,1,0,under 300 friends,"2, 4",2,1.0,5,1,5,0.4,3,0.8,4,4,2,1,1,0,0,0,1,47,7,6,5,3,2,10,3.0,1,0.67500001,0.69166666,0.61250001,0.25,1,0,0,0,medum
464,464,464,466,Between 1 Hour and 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 300-1000 friends,"1, 2, 4",3,0.8,4,1,5,0.8,2,0.2,3,1,1,1,1,0,0,0,0,38,10,5,4,3,1,10,1.0,1,0.6875,0.76249999,0.36250001,0.25,1,0,0,0,medum
465,465,465,467,Less than 1 Hour,1,1,0,0,0,0,0,between 300-1000 friends,"2, 3",2,0.6,4,3,5,0.6,3,0.6,4,4,2,1,0,0,0,0,1,30,13,3,2,1,1,13,1.0,4,0.72500002,0.64166665,0.61250001,0.0,0,0,0,1,young
466,466,466,468,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 300-1000 friends,4,1,1.0,5,4,5,0.4,2,0.8,4,4,3,1,0,0,0,0,0,64,9,4,4,4,5,13,1.0,1,0.76249999,0.7208333,0.5625,0.0,1,0,0,0,older
467,467,467,469,Between 1 Hour and 3 Hours,6,0,0,0,0,0,1,between 300-1000 friends,"1, 2, 3, 4",4,0.8,4,4,4,0.8,4,0.8,4,4,3,1,1,0,0,0,1,29,10,4,4,2,1,10,1.0,1,0.85000002,0.81666666,0.66250002,0.25,1,0,0,0,young
468,468,468,470,More than 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 1000-3000 friends,"1, 2, 3",3,1.0,5,2,5,1.0,3,0.6,5,4,1,1,1,1,1,1,1,25,10,4,4,2,1,10,1.0,1,0.78750002,0.92916667,0.66250002,1.0,1,0,0,0,young
